PetType,Breed,Breed_Korean,Breed_English,CoatType,CoatColor,Size
PAF01,148,오스트레일리안 캐틀 독,Australian Cattle Dog,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,149,오스트레일리안 테리어,Australian Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,150,오터 하운드,Otterhound,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,151,올드 잉글리시 쉽독,Old English Sheepdog,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,152,와이마라너,Weimaraner,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,153,와이어 폭스 테리어,Wire Fox Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,154,와이어헤어드 비즐라,Wirehaired Vizsla,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,155,와이어헤어드 포인팅 그리폰,Wirehaired Pointing Griffon,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,156,요크셔테리어,Yorkshire Terrier,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,157,워킹 켈피,Working Kelpie,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,158,웨스트 하이랜드 화이트 테리어,West Highland White Terrier,PAD02,PAE01,PAB02
PAF01,159,웰시 스프링거 스파니엘,Welsh Springer Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,160,웰시 테리어,Welsh Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,161,유라시아,Eurasier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,162,이비전 하운드,Ibizan Hound,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,163,이탈리안 그레이하운드,Italian Greyhound,PAD01,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,164,잉글리시 세터,English Setter,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,165,잉글리시 스프링거 스파니엘,English Springer Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,166,잉글리시 코카 스파니엘,English Cocker Spaniel,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,167,잉글리시 토이 스파니엘,English Toy Spaniel,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,168,잉글리시 폭스하운드,English Foxhound,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,169,자이언트 슈나우저,Giant Schnauzer,PAD02,"PAE01,PAE02,PAE03",PAB04
PAF01,170,저먼 롱헤어드 포인터,German Longhaired Pointer,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,171,저먼 셰퍼드,German Shepherd Dog,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,172,저먼 쇼트헤어드 포인터,German Shorthaired Pointer,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,173,저먼 스피츠,German Spitz,"PAD01,PAD02,PAD03",PAE01,PAB02
PAF01,174,저먼 와이어헤어드 포인터,German Wirehaired Pointer,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,175,저먼 핀셔,German Pinscher,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,176,제페니스 스피츠,Japanese Spitz,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,177,제페니스 친,Japanese Chin,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,178,진돗개,Jindo,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,179,차우차우,Chow Chow,PAD02,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,180,차이니즈 샤페이,Chinese Shar-Pei,PAD01,"PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
PAF01,181,차이니즈 크레스티드,Chinese Crested,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB01
PAF01,182,체사피크 베이 리트리버,Chesapeake Bay Retriever,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB04
PAF01,183,체스키 테리어,Cesky Terrier,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB02
PAF01,184,체코슬로바키안 블카크,Czechoslovakian Vlcak,"PAD01,PAD02,PAD03","PAE01,PAE02,PAE03,PAE04,PAE05,PAE06",PAB03
